Country;Charter type code;Organisation Name;Erasmus code;Street;Postcode;City
FR;EUCP;LYCEE CHEVROLLIER;F  ANGERS03;2 RUE ADRIEN RECOUVREUR ;49035;ANGERS CEDEX 01
FR;EUCX;AGROCAMPUS OUEST;F  RENNES47;2, RUE LE NÔTRE;49045;ANGERS CEDEX 01
FR;EUCP;ESPL SAS;F  ANGERS29;19 RUE ANDRE LENOTRE;49066;ANGERS CEDEX 01
FR;EUCX;ESEO;F  ANGERS06;4 RUE MERLET DE LA BOULAYE - BP 30926;49000;ANGERS CÉDEX 01
FR;EUCP;ECOLE TECHNIQUE SUPÉRIEURE DE CHIMIE DE L'OUEST;F  ANGERS14;50 RUE MICHELET BP 10808;49008;ANGERS CÉDEX 01
FR;EUCX;LYCEE SACRE COEUR;F  ANGERS15;2 RUE MILLET - B.P. 90129;49101 ;ANGERS CEDEX 02
FR;EUCP;LYCÉE JEAN MOULIN ANGERS;F  ANGERS27;1, PLACE JEAN MOULIN (BP 13049);49017;ANGERS CEDEX 02
FR;EUCX;LYCEE POLYVALENT 'CANTAU';F  ANGLET01;1 Allée de Cantau;64600;ANGLET
FR;EUCP;LTP SAINTE ANNE ANGLET ;F  BAYONNE09; IMPASSE LANNEBERE;64600;ANGLET
FR;EUCX;ETABLISSEMENT PUBLIC DE COOPERATION CULTURELLE ECOLE EUROPEENNE SUPERIEURE DE L'IMAGE;F  ANGOULE05;134 rue de Bordeaux ;160024;Angouleme
FR;EUCX;Ecole des Metiers du Cinema d Animation;F  ANGOULE10;rue de la Charente n°1;16000;ANGOULEME
FR;EUCX;LYCÉE DE L'IMAGE ET DU SON D'ANGOULÊME;F  ANGOULE12;303 AVENUE DE NAVARRE;16022;ANGOULEME CEDEX
PT;EUCX;UNIVERSIDADE DOS ACORES;P  ACORES01;Terra-Cha;9701-851;Angra do Heroismo
TR;EUCX;ORTA DOGU TEKNIK UNIVERSITESI;TR ANKARA04;METU, President's Office, Inonu Boulevard;06531;Ankara
TR;EUCX;ÇANKAYA  ÜNIVERSITESI;TR ANKARA08;OGRETMENLER CAD. NO:14, BALGAT ;06530;ANKARA
TR;EUCX;IHSAN DOGRAMACI BILKENT UNIVERSITY;TR ANKARA07;Bilkent University;06800;ANKARA
TR;EUCX;BASKENT UNIVERSITESI;TR ANKARA06;BAGLICA KAMPUSU ESKISEHIR YOLU 20. KM ;06810;ANKARA
TR;EUCX;ATILIM UNIVERSITESI;TR ANKARA05;Atilim University, Kizilcasar Mah, Incek, Golbasi;06836;Ankara
TR;EUCX;GAZI UNIVERSITY;TR ANKARA02;GAZI UNIVERSITESI, FEN EDEBIYAT FAKULTESI, ISTATISTIK BOLUMU;06500;ANKARA
TR;EUCX;ANKARA UNIVERSITESI;TR ANKARA01;Ankara Universitesi Rektorlugu, AB Ofisi, Tandogan;06100;Ankara
TR;EUCX;TOBB EKONOMI VE TEKNOLOJI UNIVERSITESI;TR ANKARA10;Sogutozu Cad. No 43. Sogutozu;06560;Ankara
TR;EUC;GULHANE ASKERI TIP AKADEMISI;TR ANKARA11;GULHANE ASKERI TIP AKADEMISI;06018;ANKARA
TR;EUCX;TURGUT ÖZAL ÜNİVERSİTESİ;TR ANKARA14;158.CD NO.7 ETLIK, KECIOREN;06010;ANKARA
TR;EUCX;YILDIRIM BEYAZIT UNIVERSITESI;TR ANKARA15;CANKIRI CADDESI, CICEK SOKAK, NO:3 ULUS;06030;ANKARA
TR;EUCX;UNIVERSITY OF TURKISH AERONAUTICAL ASSOCIATION;TR ANKARA16;TURK HAVA KURUMU UNIVERSITESI ERLER MAH. ETIMESGUT;06790;ANKARA
TR;EUC;ALTIN KOZA UNIVERSITESI;TR ANKARA17;ISTANBUL YOLU 10. KM. NO:310;06370;ANKARA
TR;EUCX;TED ÜNİVERSİTESİ;TR ANKARA18;ZİYA GÖKALP CADDESİ NO.48 KOLEJ ;06420;ANKARA
FR;EUCX;IPAC ;F  ANNECY04;42 chemin de la Prairie;74000;Annecy
FR;EUCP;LYCÉE GABRIEL FAURÉ;F  ANNECY10;2 AVENUE DU RHÔNE;74000;ANNECY
FR;EUC;ESAAA - ECOLE SUPÉRIEURE D'ART DE L'AGGLOMÉRATION D'ANNECY;F  ANNECY13;52 RUE DES MARQUISATS;74000;ANNECY
FR;EUCP;LYCÉE DES GLIÈRES;F  ANNEMAS03;1A AVENUE DE VERDUN BP 527;74107;ANNEMASSE
DE;EUCX;HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN - FACHHOCHSCHULE ANSBACH;D  ANSBACH01;Residenzstrasse 8;91522;Ansbach
TR;EUCX;MUSTAFA KEMAL UNIVERSITESI;TR HATAY01;Mustafa Kemal University Rectorate Building;31030;Antakya / HATAY
TR;EUCX;AKDENIZ UNIVERSITESI ;TR ANTALYA01;Dumlupinar Boulevard;07058;Antalya
ES;EUCP;COLEGIO SAN FRANCISCO JAVIER LA SALLE-VIRLECHA;E  MALAGA32;CARRETERA CORDOBA S/N;29200;ANTEQUERA
FR;EUCP;LYCÉE RÉGIONAL LÉONARD DE VINCI;F  ANTIBES05;214, RUE JEAN JOANNON;06600;ANTIBES
FR;EUCP;LYCEE AUDIBERTI;F  ANTIBES06;BUREAU DU PARTENARIAT 63 BD WILSON;06631 ;ANTIBES CEDEX
UK;EUCP;COLLEGE OF AGRICULTURE FOOD AND RURAL ENTERPRISE;UK COOKEST01;22 GREENMOUNT ROAD;BT41 4PU;ANTRIM
BE;EUCX;KAREL DE GROTE HOGESCHOOL, KATHOLIEKE HOGESCHOOL ANTWERPEN, VZW;B  ANTWERP59;Van Schoonbekestraat 143;2018;ANTWERPEN
BE;EUCX;LESSIUS ANTWERPEN;B  ANTWERP60;Sint-Adriesstraat 2;B-2000;ANTWERPEN
BE;EUCX;ARTESIS HOGESCHOOL ANTWERPEN;B  ANTWERP57;Keizerstraat 15;B-2000;ANTWERPEN
BE;EUCX;PLANTIJNHOGESCHOOL VAN DE PROVINCIE ANTWERPEN;B  ANTWERP58;Lange Nieuwstraat 101;B-2000;ANTWERPEN
BE;EUCX;UNIVERSITEIT ANTWERPEN;B  ANTWERP01;Groenenborgerlaan 171;2020;Antwerpen
BE;EUCX;HOGERE ZEEVAARTSCHOOL;B  ANTWERP61;Noordkasteel Oost 6;2030;Antwerpen
IT;EUC;ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA;I  AOSTA01;Rue Saint Joconde 8;11100;Aosta
NL;EUCX;POLITIEACADEMIE;NL APELDO06;P.O. Box 834;7301 BB;Apeldoorn
RO;EUCX;"UNIVERSITATEA ""AUREL VLAICU"" DIN ARAD";RO ARAD01;BVD. REVOLUTIEI NR. 77;310130 ARAD;ARAD
RO;EUCX;"UNIVERSITATEA DE VEST ""VASILE GOLDIS"" DIN ARAD";RO ARAD02 ;BLVD. REVOLUTIEI, 94/96;310025;ARAD
ES;EUCP;"CIFP ""SANTA CATALINA""";E  BURGOS18;Montelatorre Str. nº11;09400;ARANDA DE DUERO
ES;EUCP;CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL SAN GABRIEL;E  BURGOS19;CTRA. LA AGUILERA KM 6,5;09400;ARANDA DE DUERO
ES;EUCX;COLEGIO SALESIANOS LOYOLA  ;E  MADRID77;C/ VALERAS, Nº 24;28300;ARANJUEZ
ES;EUCP;IES ALPAJES;E  MADRID129;MORERAS 28;28300;ARANJUEZ, MADRID
IT;EUCX;UNIVERSITA DELLA CALABRIA;I  COSENZA01;VIA P. BUCCI;87036;ARCAVACATA DI RENDE (CS)
ES;EUCP;IES DOCTOR PEDRO GUILLEN;E  MURCIA48;AVENIDA POLIDEPORTIVO S/N;30600;ARCHENA-MURCIA
TR;EUC;ARDAHAN UNIVERSITESI;TR ARDAHAN01;ARDAHAN UNIVERSITESI, HALIL EFENDI MAH. KAHRAMANLAR CAD.;75000;ARDAHAN
ES;EUCP;IES JUANA DE PIMENTEL;E  AVILA09;AV. LOURDES S/N;05400;ARENAS DE SAN PEDRO
ES;EUCP;IEFPS ARETXABALETA GLHBI;E  SAN-SEB43;ETXEBARRI AUZOA Z/G;20550;ARETXABALETA
ES;EUCP;IES EULOGIO FLORENTINO SANZ;E  AVILA02;AV. EMILIO ROMERO, 22;05200;AREVALO
FR;EUCP;GARAC ECOLE NATIONALE DES PROFESSIONS DE L'AUTOMOBILE;F  ARGENTE05;3 BOULEVARD GALLIENI;95102;ARGENTEUIL CEDEX
FR;EUCP;LYCÉE DOUANIER ROUSSEAU;F  LAVAL07;3 RUE DES FAUVETTES;53210;ARGENTRE
DK;EUCX;AARHUS MASKINMESTERSKOLE;DK ARHUS28;Borggade 6;8000;ÅRHUS C
ES;EUCX;ITSASMENDIKOI ;E  VITORIA13;Arkaute, s/n;01192 ;Arkaute (Alava)
FR;EUC;ECOLE NATIONALE SUPERIEURE DE LA PHOTOGRAPHIE;F  ARLES03;16 rue des Arènes - BP 10149;13631 ;ARLES Cedex
BE;EUCX;HAUTE ECOLE ROBERT SCHUMAN;B  ARLON09;RELATIONS INTERNATIONALES - AVENUE DU LUXEMBOURG;6700;ARLON
FR;EUCP;INSTITUTION SAINT JUDE;F  LILLE85;18 RUE LAMARTINE;59280;ARMENTIERES
ES;EUCP;IES LUIS BUENO CRESPO;E  GRANADA07;AVDA. LAS PALMERAS S/N;18100;ARMILLA (GRANADA)
NL;EUCX;"ArtEZ Hogeschool voor de Kunsten; Arnhem/Zwolle/Enschede ";NL ENSCHED04;P.O.Box 49;6800 AA;Arnhem
FR;EUCX;CFP ST YVES;F  ARRADON01;Le vincin  BP 25;56610;ARRADON
FR;EUCP;AFERTES;F  ARRAS13;5 RUE PAUL PERIN;62000;ARRAS
FR;EUCX;UNIVERSITE D'ARTOIS ;F  ARRAS12;9 rue du Temple, BP 10665;62030;ARRAS CEDEX
FR;EUCP;LYCÉE GUY MOLLET;F  ARRAS02;57, RUE BOCQUET FLOCHEL SP8;62022;ARRAS CEDEX
ES;EUCP;ARIZMENDI KOOP.E.;E  VITORIA12;OTALORA LIZENTZIADUNA 8;20500;ARRASATE
ES;EUCP;IES CONSTRUCCION BIZKAIA BHI;E  BILBAO27;EL PROGRESO S/N OLLARGAN;48003 ;ARRIGORRIAGA-BIZKAIA
ES;EUCP;INSTITUTO DE EDUCACION SECUNDARIA LUIS DE MORALES;E  CACERES09;C/ CARLOS BARRIGA, 13;10900;ARROYO DE LA LUZ
GR;EUCX;TECHNOLOGIKO EKPEDEFTIKO IDRIMA (TEI) EPIROU;G  ARTA01;CAMPUS TEI KOSTAKION;47100;ARTA
ES;EUCP;IES DE SABON;E  LA-CORU22;AVDA. ARSENIO S/N;15142;ARTEIXO
TR;EUCX;ARTVIN ÇORUH ÜNIVERSITESI;TR ARTVIN01;ORTA MAHALLE MIRALAY SUKRU BEY CAD. NO:25;08000;ARTVIN
ES;EUCP;ESCUELA DE CAPACITACIÓN AGRARIA DE ARUCAS;E  LAS-PAL12;CARRETERA GENERAL DEL NORTE KM.8;35413;ARUCAS
ES;EUCX;IES TEROR;E  LAS-PAL22;EL CARMEN, 13;35415;ARUCAS
FR;EUCP;LYCEE AORAI;F  PIRAE01;BP 141392;98701 ;ARUE TAHITI
ES;EUCP;IES DE ARZÚA;E  LA-CORU19;RUA DO CASTRO S/N;15810;ARZUA
DE;EUCX;HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN - FACHHOCHSCHULE ASCHAFFENBURG;D  ASCHAFF01;WUERZBURGER STRASSE 45;63743;ASCHAFFENBURG
UK;EUCP;NORTHUMBERLAND COLLEGE;UK ASHINGT01;COLLEGE ROAD;NE63 9RG;ASHINGTON, NORTHUMBERLAND
ES;EUCP;I.E.S. ILÍBERIS;E  GRANADA22;AV. DE ANDALUCÍA, 84;18230;ATARFE-GRANADA
GR;EUCX;IKONOMIKO PANEPISTIMIO ATHINON;G  ATHINE04     ;Patission Street, 76;104 34;Athens
GR;EUCX;GEOPONIKO PANEPISTIMIO ATHINON;G  ATHINE03;IERA ODOS 75;11855;ATHENS
GR;EUCX;ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON;G  ATHINE01;PANEPISTIMIOU 30;106 79 ;ATHENS
GR;EUC;ETHNIKO METSOVIO POLYTECHNIO (E.M.P);G  ATHINE02;IROON POLYTECHNEIOU 9;15780;ATHENS
GR;EUC;ANOTATI SCHOLI KALON TEHNON ;G  ATHINE06;42, Patision St.;10682;Athens
GR;EUC;ANOTATO TECHNOLOGIKO EKPEDEYTIKO IDRYMA IONION NISSON;G  ZAKYNTH01;56 SYGGROU AVENUE;11742;ATHENS
GR;EUCX;PANEPISTIMIO PELOPONNISOY  ;G  TRIPOLI03;227, Kifissias St.;14561;Athens
GR;EUCX;ANOTATI SCHOLI PEDAGOGIKIS & TECHNOLOGIKIS EKPEDEFSIS (ASPETE);G  ATHINE53;ASPETE;141 21 N. HERAKLION;ATHENS
GR;EUC;ΕΘΝΙΚΗ ΣΧΟΛΗ ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ;G  ATHINE52;196 ALEXANDRAS AVE ;115 21;ATHENS 
IE;EUCX;ATHLONE INSTITUTE OF TECHNOLOGY;IRLATHLONE01;Dublin Road;-;Athlone
FR;EUCX;LYCEE POLYVALENT ASTIER;F  AUBENAS04;QUARTIER ROQUA;07200;AUBENAS
FR;EUCP;LGT LE CORBUSIER;F  PARIS345;44, RUE LÉOPOLD-RÉCHOSSIÈRE ;93300;AUBERVILLIERS
FR;EUC;PÔLE D'ENSEIGNEMENT SUPERIEUR DE LA MUSIQUE SEINE-SAINT-DENIS IDF;F  PARIS398;4, AVENUE DE LA DIVISION LECLERC;93 300;AUBERVILLIERS
FR;EUCX;INSTITUT FRANCAIS DE MECANIQUE AVANCEE;F  CLERMON25;Campus les CEZEAUX - BP 265;63175;AUBIERE Cedex
FR;EUCX;ECOLE NATIONALE SUPÉRIEURE DE CHIMIE DE CLERMONT-FERRAND;F  AUBIERE03;24 AVENUE DES LANDAIS - BP 187;63174;AUBIERE CEDEX
FR;EUCX;EPLEFPA AUCH BEAULIEU-LAVACANT;F  TOULOUS44;ROUTE DE TARBES;32020;AUCH CEDEX 9
DE;EUCX;UNIVERSITAET AUGSBURG ;D  AUGSBUR01;Universitaetsstrasse 2;86159;Augsburg
DE;EUCX;HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN AUGSBURG;D  AUGSBUR02;Baumgartnerstrasse 16;86161;Augsburg
FR;EUCP;LYCÉE POLYVALENT RÉGIONAL VOILLAUME;F  BOBIGNY02;136 RUE DE MITRY;93604;AULNAY SOUS BOIS CEDEX
FR;EUCP;LYCEE JEAN ZAY;F  AULNA-B03;AVENUE DU MARÉCHAL JUIN;93 600;AULNAY-SOUS-BOIS
FR;EUCP;LYCÉE DE LA COMMUNICATION ST GÉRAUD;F  AURILLA06;23 RUE DU COLLEGE;15013;AURILLAC
TR;EUCX;İSTANBUL GELİŞİM ÜNİVERSİTESİ;TR ISTANBU32;CIHANGIR MAH. DUYGU SOK. NO:2;34310;AVCILAR İSTANBUL
PT;EUCX;UNIVERSIDADE DE AVEIRO;P  AVEIRO01;Campus Universitário de Santiago;3810-193;AVEIRO
IT;EUCX;CONSERVATORIO STATALE DI MUSICA DOMENICO CIMAROSA - AVELLINO;I  AVELLIN01;Via circumvallazione, 156;83100;Avellino
FR;EUCX;ECOLE SUPERIEURE D'ART D'AVIGNON;F  AVIGNON12;7 rue violette;84000;AVIGNON
FR;EUCX;UNIVERSITE D'AVIGNON ET DES PAYS DE VAUCLUSE;F  AVIGNON01;74, rue Louis Pasteur;84029 ;Avignon cedex 1
FR;EUCX;EGC MEDITERRANEE - CAMPUS D'AVIGNON;F  AVIGNON14;40 rue Claude Adrien Helvetius - BP 91201;84911;AVIGNON CEDEX 9
FR;EUCX;ISEMA INSTITUT SUPERIEUR EUROPEEN DE MANAGEMENT DE L'AGROALIMENTAIRE;F  AVIGNON15;40, rue C.A. Helvétius - BP 91201;84911;AVIGNON CEDEX 9
FR;EUC;IFO-GA;F  AVIGNON17;403 RUE MARCEL DEMONQUE;84140;AVIGNON MONTFAVET
ES;EUCX;"UNIVERSIDAD CATOLICA DE AVILA ""SANTA TERESA DE JESUS""";E  AVILA01;CANTEROS s/n;05005;AVILA
ES;EUCP;I.E.S. ALONSO DE MADRIGAL;E  AVILA04;JUAN GRANDE 1;05003;AVILA
ES;EUCP;IES JORGE SANTAYANA;E  AVILA07;STO. TOMÁS Nº 6;05003;AVILA
ES;EUCP;COLEGIO DIOCESANO ASUNCIÓN DE NUESTRA SEÑORA;E  AVILA08;LESQUINAS 2;05001;AVILA
ES;EUCX;ESCUELA DE ARTE Y SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES;E  AVILA05;PLAZA DE GRANADA, 2;05003;ÁVILA
ES;EUCP;CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL DE ÁVILA;E  AVILA06;C/ GIACOMO PUCCINI 2;05003;ÁVILA
ES;EUCX;ESCUELA SUPERIOR DE ARTE DEL PRINCIPADO DE ASTURIAS;E  AVILES02;PALACIO DE CAMPOSAGRADO. PLAZA DE CAMPOSAGRADO, S/N. ;33400;AVILÉS
ES;EUCP;CENTRO INTEGRADO FORMACIÓN PROFESIONAL AVILÉS (CIFP AVILÉS);E  GIJON11;C/ MARQUÉS, S/N;33420;AVILÉS
PT;EUCX;INSTITUTO SUPERIOR DA MAIA;P  MAIA01;AV. CARLOS OLIVEIRA CAMPOS;4475-690;AVIOSO (S. PEDRO) MAIA
FR;EUCX;LYCÉE VITICOLE D'AVIZE;F  AVIZE02;13 rue d'Oger;51190;Avize
FR;EUCX;ECOLE SUPERIEURE D'INGENIEURS EN INFORMATIQUE ET GENIE DES TELECOMMUNICATIONS (ESIGETEL);F  AV-FONT02;1 rue du port de Valvins;77210;Avon
FR;EUCX;"CFP ""NOTRE DAME LA GARDE"" ";F  ANGERS22;CFP Chemin de la Grande Garde BP 10017;49241;AVRILLE
TR;EUCX;ADNAN MENDERES UNIVERSITESI;TR AYDIN01;ADNAN MENDERES UNIVERSITESI REKTORLUGU MERKEZ KAMPUS KAT 3 ;09010;AYDIN
UK;EUCX;AYR COLLEGE;UK AYR03;DAM PARK;KA8 0EU;AYR
ES;EUCX;IES UROLA IKASTOLA AZKOITIA-AZPEITIA BHI;E  SAN-SEB36;ALTAMIRA AUZOA z/g;20720;AZKOITIA (GIPUZKOA) BASQUE COUNTRY
ES;EUCP;IES MIGUEL DURÁN;E  BADAJOZ21;CALLE MIGUEL HERNÁNDEZ, S/N;06920;AZUAGA (BADAJOZ)
ES;EUCP;IES BEMBEZAR;E  BADAJOZ28;AVENIDA SANTO TOMÁS DE AQUINO, S/N;06920;AZUAGA (BADAJOZ)
ES;EUCP;IES ARCIPRESTE DE HITA;E  GUADALA01;POETA MANUEL MARTINEZ, 4;19200;AZUQUECA DE HENARES
ES;EUCP;IES SAN ISIDRO;E  GUADALA02;ENCINA Nº  4-D,  5º B;19200;AZUQUECA DE HENARES
ES;EUCP;IES PROFESOR DOMINGUEZ ORTIZ;E  GUADALA08;AVENIDA SIGLO XXI S/N;19200;AZUQUECA DE HENARES
RO;EUCX;"UNIVERSITATEA ""VASILE ALECSANDRI"" DIN BACAU";RO BACAU01;Calea Marasesti 157;600115;Bacau
RO;EUCX;UNIVERSITATEA GEORGE BACOVIA DIN  BACAU;RO BACAU02;PICTOR AMAN ST NO. 96;600164;BACAU
DE;EUC;ACCADIS HOCHSCHULE BAD HOMBURG;D  FRANKFU10;DU PONT-STR. 4;61352;BAD HOMBURG
DE;EUC;INTERNATIONALE HOCHSCHULE BAD HONNEF . BONN;D  BAD-HON01;Mülheimer Str. 38;53604;Bad Honnef
DE;EUC;INTERNATIONALE HOCHSCHULE CALW - STAATLICH ANERKANNTE FACHHOCHSCHULE FÜR KREATIVPÄDAGOGIK UND KÜNSTLERISCHE THERAPIEN;D  CALW01;BÄTZNERSTR. 92/1A;75323;BAD WILDBAD
ES;EUCX;ESCUELA VIRGEN DE GUADALUPE;E  BADAJOZ02;calle Corte de Peleas, 79;06009;Badajoz
ES;EUCP;IES SAN FERNANDO;E  BADAJOZ03;AVENIDA SANTA MARINA, Nº 35, 5ºA;06005;BADAJOZ
ES;EUC;CONSERVATORIO SUPERIOR DE BADAJOZ;E  BADAJOZ04;DUQUE DE SAN GERMAN, 6;06001;BADAJOZ
ES;EUCP;I.E.S. EXTREMADURA;E  BADAJOZ06;SALESIANOS, 3, 1-L;06011;BADAJOZ
ES;EUCP;IES ZURBARAN;E  BADAJOZ08;C/ JOSE Mª RODRIGUEZ TEJADA, 32;06010;BADAJOZ
ES;EUCP;IES MAESTRO DOMINGO CACERES;E  BADAJOZ09;TOMAS ROMERO DE CASTILLA, S/N;06011;BADAJOZ
ES;EUCP;IES NUESTRA SEÑORA DE BÓTOA;E  BADAJOZ17;CTRA. DE MADRID, KM 396;06009;BADAJOZ
ES;EUCP;I.E.S. REINO AFTASÍ;E  BADAJOZ23;CARRETERA MADRID-LISBOA, 34;06008;BADAJOZ
ES;EUCP;IES SAN ROQUE;E  BADAJOZ25;LINO DUARTE INSUA, S/N;06009;BADAJOZ
ES;EUCP;IES CIUDAD JARDÍN (BADAJOZ);E  BADAJOZ27;LEONARDO HERNÁNDEZ TOLOSA 32;06011;BADAJOZ
ES;EUCP;IES SAN JOSE;E  BADAJOZ13;Avda Fernando Calzadilla, 15 4°B;06004;BADAJOZ (ES, SPAIN)
ES;EUCX;IES LA PINEDA;E  BARCELO44;C. Torrent de la Batllòria s/n;08917;Badalona
ES;EUCX;ESCOLA D'ART I SUPERIOR DE DISSENY PAU GARGALLO;E  BARCELO85;PARC SERENTILL S/N;08915;BADALONA
ES;EUCP;INSTITUT BADALONA VII;E  BARCELO112;C/ AUSIAS MARC, 86;08912;BADALONA
AT;EUC;PAEDAGOGISCHE HOCHSCHULE NIEDEROESTERREICH;A  BADEN01;Muehlgasse 67 ;A-2500;Baden
ES;EUCP;I.E.S. LUIS CARRILLO DE SOTOMAYOR;E  CORDOBA17;C/ DUQUE DE AHUMADA Nº 10;14850;BAENA (CORDOBA)
ES;EUCP;EE.PP. SAGRADA FAMILIA BAENA;E  CORDOBA20;AVDA PADRE VILLOSLADA, 22;14850;BAENA (CÓRDOBA)
ES;EUCP;I.E.S ANDRES DE VANDELVIRA;E  JAEN04;C/GARNICA, 1;23440;BAEZA (JAÉN)
FR;EUCX;CFA DE LA COMMUNICATION MULTIMÉDIA ET DES ARTS GRAPHIQUES;F  BAGNOLET02;80, RUE JULES FERRY ;93170;BAGNOLET
FR;EUCP;LYCEE DE BAGNOLS;F  BAGNOLS03;AVENUE DU CDO VIGAN BRAQUET;30200;BAGNOLS SUR CEZE
FR;EUCP;LYCÉE SILVIA MONFORT LUISANT;F  CHARTRE07;41 RUE DU PETIT ORME;28120;BAILLEAU LE PIN
HU;EUCX;EÖTVÖS JÓZSEF COLLEGE;HU BAJA01;Bajcsy Zs. u. 14.;6500;Baja
TR;EUCX;IZMIR EKONOMI UNIVERSITESI;TR IZMIR04;sakarya cad no 156;35330;BALCOVA-IZMIR
TR;EUCX;BALIKESIR UNIVERSITESI;TR BALIKES01;Balikesir Universitesi Rektorlugu, Cagis Kampusu;10145;Balikesir
DK;EUCX;INGENIØRHØJSKOLEN I KØBENHAVN;DK KOBENHA14;Lautrupvang 15;DK 2750;Ballerup
DE;EUCX;OTTO-FRIEDRICH-UNIVERSITAET BAMBERG ;D  BAMBERG01;Markusstrasse 6;96045;Bamberg
UK;EUCX;BANGOR UNIVERSITY;UK BANGOR01;College Road;LL57 2DG;Bangor
SK;EUCX;UNIVERZITA MATEJA BELA;SK BANSKA01;Narodna 12;974 01;Banska Bystrica
SK;EUCX;AKADEMIA UMENI V BANSKEJ BYSTRICI;SK BANSKA02;Academy of Arts in Banska Bystrica, Jána Kollára 22;974 01;BANSKÁ BYSTRICA
SK;EUC;HUDOBNÁ A UMELECKÁ AKADÉMIA JÁNA ALBRECHTA - BANSKÁ ŠTIAVNICA, S.R.O., ODBORNÁ VYSOKÁ ŠKOLA;SK BANSK-S01;BOTANICKÁ 354/2;969 01;BANSKÁ ŠTIAVNICA
FR;EUCX;CFA EUROPÉEN LOUIS PRIOUX;F  BAR-DUC05;4,RUE DURENNE-PARC BRADFER-BP 50 259;55006;BAR LE DUC CEDEX
ES;EUCP;IEFPS NICOLAS LARBURU GLHBI;E  BILBAO23;ALDAPA 3 B ;48901;BARAKALDO
ES;EUCX;ASESORAMIENTO Y FORMACIÓN IKASAUTO, S.L. ;E  BILBAO55;IBAIBE STREET, 5. BEURKO INDUSTRIAL AREA, 1AND 2;48902;BARAKALDO
ES;EUCP;IES MARTÍNEZ VARGAS;E  HUESCA05;CAMINO DE LA BOQUERA S/N;22300;BARBASTRO
PT;EUCX;UNIVERSIDADE ATLANTICA;P  BARCARE01;Antiga Fabrica da Polvora de Barcarena;2730-036;BARCARENA
ES;EUCP;"INSTITUTO DE ENSEÑANZA SECUNDARIA ""BARBARA DE BRAGANZA""";E  BADAJOZ22;C/JOAQUIN LANCHAZO 18;06160;BARCARROTA
ES;EUCX;UNIVERSITAT POMPEU FABRA;E  BARCELO15;Pl. de la Merce, 10-12;08002;Barcelona
ES;EUCX;UNIVERSITAT DE BARCELONA;E  BARCELO01;Pavelló Rosa, Travessera de Les Corts 131-159;08028;Barcelona
ES;EUCX;UNIVERSITAT POLITÈCNICA DE CATALUÑA;E  BARCELO03;c/Jordi Girona, nº31. edifici Bo, 1ª planta;08034;Barcelona
ES;EUCX;UNIVERSITAT AUTONOMA DE BARCELONA;E  BARCELO02;Campus Universitari.  Bellaterra (Cerdanyola del Valles);08193;Barcelona
ES;EUCX;UNIVERSITAT RAMON LLULL;E  BARCELO16;Claravall, 1-3;08022;BARCELONA
ES;EUCX;INSTITUT DEL TEATRE DE LA DIPUTACIO DE BARCELONA;E  BARCELO22;Plaza Margarida Xirgu s/n;08004;Barcelona
ES;EUCX;ESCUELA SUPERIOR DE HOSTELERIA Y  TURISMO SANT IGNASI;E  BARCELO11;CARRASCO I FORMIGUERA,32;08017;BARCELONA
ES;EUCX;UNIVERSITAT INTERNACIONAL DE CATALUNYA;E  BARCELO24;c./Immaculada 22;E-08017;BARCELONA
ES;EUC;ESCOLA SUPERIOR DE MUSICA DE CATALUNYA;E  BARCELO29;c. Padilla 155 Edifici L'Auditori;08013;Barcelona
ES;EUCX;FUNDACIO CONSERVATORI DEL LICEU;E  BARCELO30;La Rambla 63;08002;Barcelona
ES;EUCX;UNIVERSITAT ABAT OLIBA CEU;E  BARCELO31;C/ Bellesguard, 30;08022;Barcelona
ES;EUCX;ESCOLA D'ART I SUPERIOR DE DISSENY DEIA;E  BARCELO32;DEIA, 28-38;08016;BARCELONA
ES;EUCX;CENTRE AUTORITZAT DE GRAU SUPERIOR D'ARTS PLASTIQUES;E  BARCELO33;GUILLEM TELL, 47;08006;BARCELONA
ES;EUCX;ESCOLA TECNICA PROFESSIONAL DEL CLOT;E  BARCELO34;C/VALÈNCIA, 680;08027;BARCELONA
ES;EUCX;ESCOLA PRAT;E  BARCELO35;ROGER DE LLURIA, 97;08009;BARCELONA
ES;EUCX;INSTITUT ESCOLA DEL TREBALL DE BARCELONA;E  BARCELO40;Comte d'Urgell, 187;08036;BARCELONA
ES;EUCX;FUNDACIÓ PER A LA UNIVERSITAT OBERTA DE CATALUNYA;E  BARCELO45;Avinguda Tibidabo, 39-43;08035;Barcelona
ES;EUCX;IES-SEP LA GUINEUETA;E  BARCELO46;Artesania, 53-55;08042;Barcelona
ES;EUCX;IES MERIDIANA;E  BARCELO47;C/ Pintor Alsamora, 3;08016;Barcelona
